276,Dan,Ham,7,3,2016,PA,911,2016-03-07
277,Dan,Cherry,13,11,2018,NY,159,2018-11-13
278,Dan,Eggs,15,9,2018,NJ,911,2018-09-15
279,Mia,Jellies,9,2,2017,PA,284,2017-02-09
280,Wally,Butter,25,9,2016,CT,593,2016-09-25
281,Chae,Fish,9,8,2019,NY,762,2019-08-09
282,Wally,Ham,19,5,2019,PA,882,2019-05-19
283,Mia,Eggs,1,4,2020,NY,881,2020-04-01
284,Chae,Eggs,15,10,2017,CT,595,2017-10-15
285,Dan,Ham,20,9,2018,NY,104,2018-09-20
286,Mia,Apple,25,3,2018,PA,779,2018-03-25
287,Mia,Grapes,15,3,2016,NY,258,2016-03-15
288,Chae,Cherry,7,1,2020,CT,596,2020-01-07
289,Wally,Fish,9,10,2018,PA,637,2018-10-09
290,Chae,Ham,11,7,2016,NJ,31,2016-07-11
291,Dan,Ham,22,11,2016,NJ,946,2016-11-22
292,Helen,Butter,3,8,2019,NJ,614,2019-08-03
293,Dan,Jellies,9,6,2017,NJ,422,2017-06-09
294,Dan,Grapes,9,11,2017,CT,557,2017-11-09
295,Claire,Ham,11,5,2019,NY,349,2019-05-11
296,Helen,Butter,31,10,2017,NY,832,2017-10-31
297,Mia,Fish,3,12,2016,CT,258,2016-12-03
298,Sam,Grapes,10,12,2020,CT,225,2020-12-10
299,Chae,Fish,24,9,2017,NJ,184,2017-09-24
300,Boo,Ice,27,4,2020,CT,348,2020-04-27
301,Claire,Eggs,27,11,2016,NJ,20,2016-11-27
302,Emily,Grapes,18,2,2018,NY,818,2018-02-18
303,Helen,Grapes,21,9,2019,CT,113,2019-09-21
304,Boo,Jellies,12,1,2018,NY,741,2018-01-12
305,Boo,Butter,15,2,2016,NY,724,2016-02-15
306,Boo,Jellies,22,11,2017,CT,98,2017-11-22
307,Mia,Apple,29,4,2016,NY,609,2016-04-29
308,Claire,Ice,29,8,2020,CT,606,2020-08-29
309,Boo,Cherry,19,3,2018,NJ,816,2018-03-19
310,Sam,Fish,20,11,2020,PA,899,2020-11-20
311,Dan,Apple,28,12,2018,CT,840,2018-12-28
312,Helen,Dates,6,11,2017,NY,950,2017-11-06
313,Emily,Butter,11,12,2016,NY,927,2016-12-11
314,Claire,Fish,12,10,2020,NJ,913,2020-10-12
315,Dan,Cherry,2,1,2016,NJ,271,2016-01-02
316,Wally,Eggs,18,8,2020,PA,212,2020-08-18
317,Chae,Jellies,16,10,2018,NY,330,2018-10-16
318,Mia,Jellies,13,1,2020,NY,903,2020-01-13
319,Claire,Fish,26,5,2018,NJ,330,2018-05-26
320,Dan,Dates,14,9,2019,PA,451,2019-09-14
321,Boo,Cherry,8,8,2020,PA,123,2020-08-08
322,Mia,Grapes,20,3,2017,CT,735,2017-03-20
323,Chae,Ham,11,9,2016,CT,692,2016-09-11
324,Dan,Apple,7,11,2016,PA,403,2016-11-07
325,Helen,Eggs,19,10,2018,CT,308,2018-10-19
326,Dan,Ham,5,1,2016,CT,729,2016-01-05
327,Helen,Fish,18,2,2017,PA,345,2017-02-18
328,Mia,Apple,31,5,2017,CT,90,2017-05-31
329,Chae,Dates,28,3,2018,CT,957,2018-03-28
330,Wally,Grapes,17,3,2017,NJ,984,2017-03-17
331,Helen,Ham,12,1,2017,PA,296,2017-01-12
332,Dan,Cherry,26,3,2018,CT,835,2018-03-26
333,Helen,Cherry,3,7,2019,CT,659,2019-07-03
334,Boo,Dates,19,6,2018,NJ,631,2018-06-19
335,Emily,Butter,27,1,2018,NJ,471,2018-01-27
336,Helen,Ham,24,1,2018,NY,128,2018-01-24
337,Helen,Jellies,15,8,2017,PA,943,2017-08-15
338,Helen,Ice,5,10,2019,CT,183,2019-10-05
339,Mia,Fish,16,10,2016,CT,916,2016-10-16
340,Chae,Ham,8,6,2016,CT,960,2016-06-08
341,Helen,Jellies,16,12,2019,CT,77,2019-12-16
342,Boo,Butter,23,11,2017,NJ,959,2017-11-23
343,Helen,Ham,12,3,2017,CT,487,2017-03-12
344,Wally,Jellies,3,10,2019,NY,734,2019-10-03
345,Wally,Eggs,27,12,2020,PA,982,2020-12-27
346,Sam,Apple,21,12,2019,CT,467,2019-12-21
347,Sam,Cherry,29,11,2019,PA,514,2019-11-29
348,Helen,Fish,15,6,2016,CT,971,2016-06-15
349,Sam,Eggs,30,4,2019,PA,485,2019-04-30
350,Chae,Apple,24,11,2016,NY,981,2016-11-24
351,Emily,Grapes,27,3,2019,CT,253,2019-03-27
352,Wally,Ham,16,9,2017,CT,898,2017-09-16
353,Chae,Ice,25,8,2018,CT,324,2018-08-25
354,Emily,Jellies,8,8,2017,NJ,600,2017-08-08
355,Wally,Ham,26,7,2019,CT,441,2019-07-26
356,Wally,Dates,28,5,2018,NY,587,2018-05-28
357,Chae,Butter,29,7,2018,PA,456,2018-07-29
358,Chae,Eggs,3,7,2017,NY,774,2017-07-03
359,Chae,Jellies,18,3,2018,PA,298,2018-03-18
360,Claire,Eggs,11,2,2017,PA,353,2017-02-11
361,Dan,Dates,7,9,2018,PA,487,2018-09-07
362,Wally,Cherry,3,9,2020,NY,430,2020-09-03
363,Wally,Ice,31,5,2019,CT,318,2019-05-31
364,Helen,Apple,26,8,2020,NJ,967,2020-08-26
365,Sam,Jellies,14,2,2019,NY,19,2019-02-14
366,Wally,Dates,12,5,2018,NJ,834,2018-05-12
367,Boo,Grapes,10,9,2018,CT,412,2018-09-10
368,Chae,Ice,23,7,2018,NY,102,2018-07-23
369,Dan,Apple,15,4,2019,NY,580,2019-04-15
370,Helen,Cherry,5,9,2019,NY,546,2019-09-05
371,Helen,Cherry,1,6,2016,NJ,218,2016-06-01
372,Mia,Grapes,28,3,2020,CT,550,2020-03-28
373,Mia,Fish,24,3,2018,NY,547,2018-03-24
374,Emily,Butter,7,12,2018,PA,156,2018-12-07
375,Boo,Cherry,14,2,2019,NJ,748,2019-02-14
376,Chae,Ice,14,12,2016,CT,904,2016-12-14
377,Dan,Apple,7,9,2018,CT,228,2018-09-07
378,Mia,Butter,24,1,2019,NY,370,2019-01-24
379,Wally,Jellies,4,4,2020,CT,803,2020-04-04
380,Wally,Dates,1,10,2018,NY,617,2018-10-01
381,Dan,Ham,13,7,2020,PA,389,2020-07-13
382,Claire,Butter,31,7,2016,PA,992,2016-07-31
383,Chae,Ham,23,11,2017,NY,521,2017-11-23
384,Wally,Eggs,21,3,2016,CT,809,2016-03-21
385,Helen,Grapes,13,10,2016,CT,841,2016-10-13
386,Helen,Apple,30,6,2019,CT,713,2019-06-30
387,Emily,Butter,12,5,2018,NJ,259,2018-05-12
388,Helen,Fish,29,11,2016,NJ,699,2016-11-29
389,Chae,Dates,9,12,2017,NY,747,2017-12-09
390,Claire,Grapes,19,5,2017,NJ,738,2017-05-19
391,Claire,Ice,5,8,2019,PA,400,2019-08-05
392,Chae,Eggs,21,5,2018,NJ,343,2018-05-21
393,Dan,Eggs,10,9,2020,NY,792,2020-09-10
394,Boo,Ham,24,6,2019,CT,676,2019-06-24
395,Mia,Ice,20,9,2018,NJ,684,2018-09-20
396,Helen,Butter,4,4,2018,CT,952,2018-04-04
397,Sam,Cherry,17,5,2017,NJ,201,2017-05-17
398,Helen,Jellies,30,1,2016,NY,247,2016-01-30
399,Helen,Grapes,30,12,2019,NY,422,2019-12-30
400,Boo,Ham,13,1,2020,NJ,382,2020-01-13
401,Chae,Apple,25,8,2020,CT,126,2020-08-25
402,Mia,Jellies,10,9,2018,PA,969,2018-09-10
403,Claire,Grapes,6,11,2019,PA,595,2019-11-06
404,Mia,Eggs,10,9,2019,NY,874,2019-09-10
405,Dan,Grapes,28,8,2017,NY,621,2017-08-28
406,Claire,Cherry,14,5,2019,CT,733,2019-05-14
407,Claire,Grapes,17,4,2017,PA,521,2017-04-17
408,Mia,Jellies,15,7,2019,PA,528,2019-07-15
409,Boo,Ice,27,11,2017,NJ,744,2017-11-27
410,Helen,Eggs,3,8,2017,NY,845,2017-08-03
411,Boo,Cherry,31,10,2019,PA,580,2019-10-31
412,Sam,Eggs,21,9,2017,CT,258,2017-09-21
413,Chae,Cherry,12,10,2018,PA,655,2018-10-12
414,Boo,Butter,14,1,2017,PA,983,2017-01-14
415,Helen,Butter,24,6,2016,CT,418,2016-06-24
416,Helen,Jellies,20,11,2020,NY,397,2020-11-20
417,Boo,Grapes,20,1,2020,NY,550,2020-01-20
418,Boo,Eggs,6,7,2020,NY,307,2020-07-06
419,Boo,Ice,23,5,2017,NJ,880,2017-05-23
420,Mia,Ham,13,3,2019,CT,54,2019-03-13
421,Mia,Ham,24,8,2019,NJ,902,2019-08-24
422,Emily,Butter,15,5,2020,NY,448,2020-05-15
423,Wally,Butter,28,6,2019,NY,974,2019-06-28
424,Sam,Dates,30,12,2019,PA,698,2019-12-30
425,Sam,Apple,21,2,2016,PA,957,2016-02-21
426,Claire,Ice,17,12,2016,PA,228,2016-12-17
427,Dan,Butter,23,6,2017,NJ,454,2017-06-23
428,Chae,Dates,19,4,2016,PA,874,2016-04-19
429,Helen,Ice,26,1,2017,NJ,235,2017-01-26
430,Emily,Cherry,26,2,2018,NY,239,2018-02-26
431,Mia,Eggs,20,8,2020,NJ,244,2020-08-20
432,Sam,Grapes,26,6,2019,NJ,890,2019-06-26
433,Boo,Apple,12,2,2016,NY,47,2016-02-12
434,Dan,Grapes,27,5,2017,NY,694,2017-05-27
435,Helen,Fish,16,6,2020,CT,731,2020-06-16
436,Boo,Cherry,6,1,2020,NY,948,2020-01-06
437,Boo,Ice,22,9,2016,NJ,950,2016-09-22
438,Wally,Ice,12,12,2018,NY,591,2018-12-12
439,Claire,Cherry,12,7,2016,NY,792,2016-07-12
440,Wally,Cherry,29,3,2016,PA,778,2016-03-29
441,Wally,Ham,11,8,2017,NJ,668,2017-08-11
442,Wally,Apple,13,9,2016,NY,446,2016-09-13
443,Sam,Butter,25,10,2020,NY,404,2020-10-25
444,Claire,Grapes,16,4,2016,NJ,162,2016-04-16
445,Wally,Eggs,4,12,2019,CT,151,2019-12-04
446,Helen,Grapes,6,11,2019,NY,677,2019-11-06
447,Mia,Grapes,10,11,2016,NY,912,2016-11-10
448,Emily,Butter,31,10,2017,NY,495,2017-10-31
449,Boo,Jellies,8,6,2019,NY,699,2019-06-08
450,Emily,Apple,4,10,2016,PA,81,2016-10-04
451,Dan,Dates,29,3,2017,NJ,21,2017-03-29
452,Mia,Eggs,18,9,2016,CT,232,2016-09-18
453,Sam,Ham,12,3,2017,NJ,321,2017-03-12
454,Chae,Grapes,19,8,2017,CT,787,2017-08-19
455,Helen,Cherry,6,11,2016,NY,606,2016-11-06
456,Chae,Grapes,27,8,2018,NY,539,2018-08-27
457,Dan,Fish,27,9,2018,NJ,929,2018-09-27
458,Helen,Butter,17,7,2018,NY,291,2018-07-17
459,Claire,Dates,17,4,2017,NY,967,2017-04-17
460,Wally,Butter,19,11,2017,PA,480,2017-11-19
461,Wally,Grapes,13,10,2019,PA,987,2019-10-13
462,Claire,Grapes,20,11,2018,PA,326,2018-11-20
463,Dan,Eggs,7,7,2016,NJ,744,2016-07-07
464,Dan,Cherry,3,11,2016,NJ,510,2016-11-03
465,Mia,Ham,23,6,2020,NJ,244,2020-06-23
466,Dan,Dates,11,6,2020,NJ,462,2020-06-11
467,Emily,Cherry,13,12,2017,PA,325,2017-12-13
468,Sam,Ice,16,10,2016,NY,72,2016-10-16
469,Dan,Grapes,1,2,2018,NY,863,2018-02-01
470,Dan,Ice,16,3,2018,CT,630,2018-03-16
471,Boo,Cherry,17,3,2018,CT,382,2018-03-17
